"gene_id","ASE01_GFP1","ASE01_GFP2","ASE01_GFP3","ASE01_TES1","ASE01_TES2","ASE01_TES3","mean_expression","mean_GFP","mean_TES"
"ENSG00000290825.1",0,0.803834398402218,1.08662194271134,1.96625834299327,1.66244607123164,2.28728086482261,1.30107360336018,0.630152113704519,1.97199509301584
"ENSG00000278267.1",2.54460541916365,2.41150319520665,0,0.983129171496634,4.98733821369491,1.52485390988174,2.0752383182406,1.6520362047901,2.49844043169109
"ENSG00000290826.1",5.0892108383273,3.21533759360887,1.08662194271134,0,1.66244607123164,0.762426954940871,1.96934056680334,3.1303901248825,0.80829100872417
"ENSG00000238009.6",2.54460541916365,1.60766879680444,0,4.91564585748317,2.77074345205273,0,1.973110587584,1.3840914053227,2.5621297698453
"ENSG00000233750.3",5.0892108383273,0.803834398402218,1.08662194271134,3.93251668598654,6.64978428492654,4.57456172964523,3.68942164666653,2.32655572648029,5.05228756685277
"ENSG00000268903.1",0,0,1.08662194271134,5.8987750289798,5.54148690410545,3.81213477470436,2.72316977508349,0.362207314237113,5.08413223592987
"ENSG00000269981.1",0,1.60766879680444,0,1.96625834299327,7.20393297533709,4.57456172964523,2.55873697413,0.535889598934813,4.5815843493252
"ENSG00000228463.10",2.54460541916365,1.60766879680444,4.34648777084537,4.91564585748317,0.554148690410545,3.81213477470436,2.96344855156859,2.83292066227115,3.09397644086603
"ENSG00000229344.1",0,4.01917199201109,4.34648777084537,4.91564585748317,2.21659476164218,2.28728086482261,2.9641968744674,2.78855325428549,3.13984049464932
"ENSG00000198744.5",0,2.41150319520665,2.17324388542269,1.96625834299327,2.77074345205273,2.28728086482261,1.93483829008299,1.52824902687645,2.34142755328954
"ENSG00000223181.1",2.54460541916365,8.8421783824244,3.25986582813403,0,2.77074345205273,1.52485390988174,3.15704116527609,4.88221654324069,1.43186578731149
"ENSG00000229905.1",2.54460541916365,4.82300639041331,2.17324388542269,7.86503337197307,2.21659476164218,5.3369886845861,4.1599120855335,3.18028523166655,5.13953893940045
"ENSG00000230368.2",0,0.803834398402218,0,2.9493875144899,3.87904083287382,2.28728086482261,1.65325726843142,0.267944799467406,3.03856973739544
