"gene_id","ASE01_GFP1","ASE01_GFP2","ASE01_GFP3","ASE01_TES1","ASE01_TES2","ASE01_TES3","mean_expression","mean_GFP","mean_TES"
"ENSG00000290825.1",0,0.803834398402218,1.08662194271134,1.96625834299327,1.66244607123164,2.28728086482261,1.30107360336018,0.630152113704519,1.97199509301584
"ENSG00000227232.5",73.7935571557459,122.182828557137,143.434096437897,111.09359637912,152.3908898629,107.502200646663,118.399528173244,113.136827383593,123.662228962894
"ENSG00000278267.1",2.54460541916365,2.41150319520665,0,0.983129171496634,4.98733821369491,1.52485390988174,2.0752383182406,1.6520362047901,2.49844043169109
"ENSG00000290826.1",5.0892108383273,3.21533759360887,1.08662194271134,0,1.66244607123164,0.762426954940871,1.96934056680334,3.1303901248825,0.80829100872417
"ENSG00000238009.6",2.54460541916365,1.60766879680444,0,4.91564585748317,2.77074345205273,0,1.973110587584,1.3840914053227,2.5621297698453
"ENSG00000233750.3",5.0892108383273,0.803834398402218,1.08662194271134,3.93251668598654,6.64978428492654,4.57456172964523,3.68942164666653,2.32655572648029,5.05228756685277
"ENSG00000268903.1",0,0,1.08662194271134,5.8987750289798,5.54148690410545,3.81213477470436,2.72316977508349,0.362207314237113,5.08413223592987
"ENSG00000269981.1",0,1.60766879680444,0,1.96625834299327,7.20393297533709,4.57456172964523,2.55873697413,0.535889598934813,4.5815843493252
"ENSG00000279928.2",2.54460541916365,9.64601278082661,5.43310971355672,4.91564585748317,6.095635594516,13.7236851889357,7.05978242574697,5.87457597118233,8.24498888031162
"ENSG00000279457.4",99.2396113473824,135.044178931573,177.119376661949,132.722438152046,190.073000810817,139.524132754179,145.620456442991,137.134388980301,154.106523905681
"ENSG00000228463.10",2.54460541916365,1.60766879680444,4.34648777084537,4.91564585748317,0.554148690410545,3.81213477470436,2.96344855156859,2.83292066227115,3.09397644086603
"ENSG00000290385.1",5.0892108383273,4.82300639041331,2.17324388542269,13.7638084009529,9.42052773697927,8.38669650434958,7.27608229274084,4.02848703805443,10.5236775474272
"ENSG00000230021.10",17.8122379341456,14.4690191712399,15.2127071979588,29.493875144899,19.3952041643691,30.4970781976349,21.1466869683745,15.8313214344481,26.462052502301
"ENSG00000225630.1",195.934617275601,150.317032501215,160.820047521279,202.524609328307,196.168636405333,281.335546373182,197.850081567486,169.023899099365,226.676264035607
"ENSG00000237973.1",66.1597408982549,78.7757710434174,89.1029993023301,70.7853003477576,65.9436941588549,80.0548302687915,75.1370560032344,78.0128370813341,72.2612749251347
"ENSG00000229344.1",0,4.01917199201109,4.34648777084537,4.91564585748317,2.21659476164218,2.28728086482261,2.9641968744674,2.78855325428549,3.13984049464932
