"gene_id","ASE01_GFP1","ASE01_GFP2","ASE01_GFP3","ASE01_TES1","ASE01_TES2","ASE01_TES3","mean_expression","mean_GFP","mean_TES"
"ENSG00000248527.1",880.433475030623,356.902472890585,477.02703285028,396.201056113143,454.401926136647,480.328981612749,507.549157439004,571.454326923829,443.64398795418
"ENSG00000228794.12",361.333969521238,360.921644882596,389.010655490661,484.682681547841,524.778809818786,517.687902404852,439.735943944329,370.422089964832,509.049797923826
"ENSG00000188976.11",994.940718892987,1025.69269236123,1160.51223481571,961.500329723708,1106.08078605945,1022.41454657571,1045.19021807147,1060.38188202331,1029.99855411962
"ENSG00000188290.11",325.709493652947,299.830230604027,515.058800845177,800.26714559826,1012.42965738007,864.592166902948,636.314582497238,380.199508367384,892.429656627093
"ENSG00000187608.10",8079.12220584459,9182.20033294854,13170.9445676042,6045.2612755328,7354.10727043835,5998.77528147478,8305.06848897388,10144.0890354658,6466.04794248198
"ENSG00000188157.15",20110.0166276503,17493.0441780291,17197.9654872924,11734.6297909838,14452.7519945974,13059.6113111822,15674.6698982892,18267.0087643239,13082.3310322545
"ENSG00000078808.20",2223.98513634903,1856.05362591072,3278.33840116012,3379.01496243393,4229.26280521328,3758.00246090355,3120.77623199511,2452.79238780662,3788.76007618359
"ENSG00000176022.7",386.780023712875,322.337593759289,410.743094344888,451.256289716955,555.811136481777,503.964217215916,438.482059205283,373.286903939017,503.677214471549
"ENSG00000160087.21",783.738469102404,744.350652920454,877.990529710765,927.090808721326,1114.39301641561,1019.36483875595,911.154719271085,802.026550577874,1020.2828879643
"ENSG00000131584.19",888.067291288114,927.62489575616,969.266772898518,592.82689041247,738.126055626846,678.559989897375,799.078649313247,928.319653314264,669.83764531223
"ENSG00000127054.22",1213.77678494106,1118.13364817749,1251.78847800347,1033.26875924296,1265.67560889769,1198.53517316705,1180.19640873829,1194.56630370734,1165.82651376923
"ENSG00000224051.7",450.395159191966,491.142817423755,533.531373871269,416.846768714573,526.995404580429,449.069476460173,477.996833373694,491.689783495663,464.303883251725
"ENSG00000107404.21",748.113993234113,756.408168896487,857.34471279925,1177.78874745297,1433.02851340167,1311.3743624983,1047.34308304713,787.28895830995,1307.39720778431
"ENSG00000175756.14",498.742662156075,434.8744095356,695.43804333526,576.113694497027,714.297661939193,573.345070115535,582.135256929782,543.018371675645,621.252142183918
"ENSG00000221978.13",1977.15841069016,1867.30730748835,2750.24013700241,2877.61908497065,2979.6575083375,3146.53604304098,2599.75308192167,2198.23528506031,3001.27087878304
"ENSG00000224870.9",218.836066048074,204.977771592566,283.608327047661,316.567593221916,373.496217336708,346.141837543156,290.604635465014,235.807388229434,345.401882700593
"ENSG00000242485.6",338.432520748766,299.026396205625,432.475533199115,412.914252028586,490.421591013333,428.48394867677,400.292373645366,356.644816717835,443.939930572896
"ENSG00000160072.20",679.409646916695,794.992220019794,759.548737955229,774.705787139348,965.32701869517,850.106054759072,804.014910914218,744.650201630573,863.379620197863
"ENSG00000197785.14",402.047656227857,444.520422316427,467.247435365877,468.952614803894,603.467923857084,462.030734694168,474.711131210885,437.93850463672,511.483757785049
"ENSG00000160075.12",1435.1574564083,1338.38427333969,1578.86168275958,1502.22137404686,1673.52904503985,1698.68725560826,1537.80684786709,1450.80113750252,1624.81255823166
"ENSG00000197530.13",923.691767156405,840.81078072872,923.628651304642,1108.9697054482,1378.72194174144,1215.30856617575,1065.18856875919,896.043733063256,1234.33340445513
"ENSG00000248333.9",363.878574940402,321.533759360887,425.955801542846,380.470989369197,418.936409950372,421.622106082302,388.732940207668,370.456045281378,407.009835133957
"ENSG00000189339.12",1679.43957664801,1425.19838836713,1506.05801259792,973.297879781668,1107.18908344027,1100.18209597968,1298.56083946911,1536.89865920435,1060.22301973387
"ENSG00000008130.15",1285.02573667764,1262.82383988988,1510.40450036877,1388.17839015325,1584.86525457416,1466.1470343513,1416.24079266917,1352.75135897876,1479.73022635957
"ENSG00000078369.19",6295.35380701087,5932.29786020837,7678.07064719835,7798.1805883113,8337.72119591707,8372.97281916065,7402.43281963443,6635.24077147253,8169.62486779634
"ENSG00000162585.17",580.170035569312,573.133926060781,640.020324256981,587.911244554987,773.037423122711,661.786596888676,636.009925075575,597.774761962358,674.245088188791
"ENSG00000157933.11",2562.4176570978,2411.50319520665,2174.3305073654,1421.60478198413,1635.84693409193,1593.47233582642,1966.52923526206,2382.75045322328,1550.30801730083
"ENSG00000116151.14",356.244758682911,306.260905791245,262.962510136145,247.748551217152,287.603170323073,273.711276823773,289.08852882905,308.489391536767,269.687666121333
"ENSG00000157916.20",1053.46664353375,958.170602895444,1402.82892804034,1267.25350205916,1399.22544328663,1379.99278844298,1243.48965137638,1138.15539148984,1348.82391126292
"ENSG00000157911.11",386.780023712875,295.811058612016,336.852802240516,409.964864514096,535.861783626997,491.765385936862,409.50598644056,339.814628188469,479.197344692652
"ENSG00000157881.16",239.192909401383,283.753542635983,345.545777782207,367.690310139741,384.579191144918,381.213477470436,333.662534762445,289.497409939858,377.827659585032
"ENSG00000142611.17",590.348457245967,672.809391462656,484.633386449259,245.782292874158,239.946382947766,243.976625581079,412.916089426814,582.597078385961,243.235100467668
"ENSG00000158109.15",312.986466557129,275.715198651961,385.750789662527,262.495488789601,305.33592841621,316.407186300462,309.781843062982,324.817484957206,294.746201168758
"ENSG00000116213.16",229.014487724729,241.954153919068,314.033741443578,414.88051037158,426.69449161612,461.268307739227,347.974282135717,261.667461029125,434.281103242309
"ENSG00000227372.12",636.151354790913,583.58377324001,628.067482887156,700.9710992771,717.068405391246,748.703269751936,669.090897556394,615.93420363936,722.247591473427
"ENSG00000130764.10",959.316243024696,799.011392011805,1060.54301608627,869.086187603024,1021.29603642664,995.729603152778,950.830413050869,939.623550374257,962.037275727481
"ENSG00000116198.14",1221.41060119855,1059.45373709412,1210.49684418044,1343.9375774359,1398.67129459622,1377.70550757815,1268.61259368056,1163.78706082437,1373.43812653676
"ENSG00000198912.12",338.432520748766,334.395109735323,430.302289313692,488.615198233827,486.542550180459,442.970060820646,420.209621505452,367.709973265927,472.709269744977
"ENSG00000131697.18",542.000954281858,530.530702945464,488.979874220104,535.805398465665,639.487588733769,573.345070115535,551.691598127066,520.503843815809,582.879352438323
"ENSG00000069424.16",648.874381886731,589.210614028826,517.232044730599,1166.9743265665,1374.84290090856,1292.31368862478,931.574659457666,585.105680215385,1278.04363869995
"ENSG00000116237.16",1297.74876377346,1132.60266734873,1475.632598202,973.297879781668,1082.80654106221,1078.83414124133,1173.48709856823,1301.9946764414,1044.97952069507
"ENSG00000158292.7",315.531071976293,265.265351472732,252.096290709032,423.728672915049,474.905427681837,455.931319054641,364.576355634931,277.630904719352,451.521806550509
"ENSG00000097021.21",704.855701108331,665.574881877036,958.400553471405,564.316144439068,707.093728963856,575.632350980358,695.978893473342,776.277045485591,615.680741461094
"ENSG00000171680.23",783.738469102404,619.75632116811,590.035714892259,474.851389832874,586.843463144767,561.908665791422,602.855670655306,664.510168387591,541.201172923021
"ENSG00000162408.11",1325.73942338426,1339.1881077381,1263.74131937329,942.820875465272,1094.44366356083,1036.90065871958,1167.13900804022,1309.55628349855,1024.72173258189
"ENSG00000204859.13",564.90240305433,590.81828282563,640.020324256981,593.810019583967,779.687207407637,620.615541321869,631.642296408402,598.580336712314,664.704256104491
"ENSG00000162413.17",2867.77030739743,2593.16976924556,2909.97356258098,3453.73277946767,3976.57100238607,3745.04120266956,3257.70977062454,2790.30454640799,3725.1149948411
"ENSG00000116273.6",676.865041497531,659.144206689819,771.501579325054,630.185798929342,700.99809336934,710.581922004892,691.54610696933,702.503609170801,680.588604767858
"ENSG00000041988.16",254.460541916365,264.46151707433,336.852802240516,304.770043163957,375.158663407939,327.843590624575,310.59119307128,285.25828707707,335.92409906549
"ENSG00000007923.17",743.024782395786,688.082245032299,662.839385053919,828.777891571662,887.746202037694,872.978863407298,780.574894916443,697.982137494001,863.167652338885
"ENSG00000171735.21",417.315288742839,307.064740189647,461.814325652321,565.299273610565,591.276652668052,561.908665791422,484.113157775808,395.398118194936,572.82819735668
"ENSG00000049245.13",1109.44796275535,938.074742935388,1452.81353740507,1449.13239878604,1523.35474993859,1578.98622368254,1341.9682692505,1166.7787476986,1517.15779080239
"ENSG00000049246.15",1735.42089586961,1600.43428721882,1534.31018310842,2495.18183725846,2601.72810147751,2407.74432370327,2062.46993810601,1623.38845539895,2501.55142081308
"ENSG00000116288.13",921.147161737241,690.493748227505,1364.79716004545,1397.02655269672,1477.91455732492,1315.186497273,1194.42761288414,992.146023336732,1396.70920243155
"ENSG00000116285.13",2384.29527775634,2637.38066115768,3484.79657027528,1095.20589704725,1158.72491164845,1228.26982440974,1998.11219038246,2835.49083639643,1160.73354436848
"ENSG00000142599.20",4297.83855296741,3962.09974972453,3510.87549690035,1866.96229667211,2049.79600582861,2121.0717886455,2968.10731512308,3923.6045998641,2012.61003038207
"ENSG00000074800.16",41952.9095457511,40551.8377305951,50123.6969733888,13848.3575097016,15248.509514027,14957.29200203,29447.1005459156,44209.4814165783,14684.7196752529
"ENSG00000049239.13",2620.94358173856,2339.96193374886,2200.40943399047,4010.18389053477,4550.11489696099,4072.12236633919,3298.95601721881,2387.1049831593,4210.80705127832
"ENSG00000171621.14",295.174228622983,319.122256165681,303.167522016465,910.377612805883,1066.7362290403,1004.87872661207,649.909429210564,305.82133560171,993.997522819418
