"gene_id","ASE01_GFP1","ASE01_GFP2","ASE01_GFP3","ASE01_TES1","ASE01_TES2","ASE01_TES3","mean_expression","mean_GFP","mean_TES","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001036.14",837.175182904841,773.288691262934,1190.93764921163,208.423384357286,224.984368306681,211.954693473562,574.460661586156,933.800507793135,215.120815379176,"FUCA2",574.460661586156,-2.11866129706355,0.175884059424788,-12.0457834780049,2.04127654952364e-33,7.3685527985355e-32
"ENSG00000003402.21",2132.37934125914,2134.18032775789,1984.17166739091,1027.36998421398,1003.00912964309,1008.69086138677,1548.30021860863,2083.57711213598,1013.02332508128,"CFLAR",1548.30021860863,-1.04003169658783,0.115994002751644,-8.96625404689801,3.06769910923254e-19,5.96813306657565e-18
"ENSG00000003436.16",422.404499581166,513.650180579017,533.531373871269,155.334409096468,154.607484624542,154.772671852997,322.38343660091,489.862018010484,154.904855191336,"TFPI",322.38343660091,-1.67254533395569,0.158047286000042,-10.5825628284135,3.59001786209846e-26,9.62476138435363e-25
"ENSG00000004139.14",694.677279431677,581.172270044804,492.239740048238,271.343651333071,308.660820558674,271.42399595895,436.586292895902,589.36309650824,283.809489283565,"SARM1",436.586292895902,-1.04073345956136,0.161471412673165,-6.44531092118399,1.15363667827832e-10,1.19837096904459e-09
"ENSG00000004799.8",25.4460541916365,23.3111975536643,38.031767994897,8.84816254346971,10.5288251178004,7.62426954940871,18.9650461584794,28.9296732467326,9.00041907022627,"PDK4",18.9650461584794,-1.68005197104069,0.450576549911,-3.72867156839951,0.000192491833898666,0.000879193574542138
"ENSG00000004864.14",938.959399671387,973.443456465086,1123.56708876353,432.576835458519,406.19099007093,385.788039200081,710.087634938256,1011.98998163333,408.185288243177,"SLC25A13",710.087634938255,-1.31420962140884,0.137152457218753,-9.58210773659513,9.50843466347779e-22,2.09728901720139e-20
"ENSG00000005073.6",15.2676325149819,16.0766879680444,32.5986582813403,2.9493875144899,8.86637904656873,5.3369886845861,13.5159556683352,21.3143262547889,5.71758508188158,"HOXA11",13.5159556683352,-1.8602278582691,0.562102238129743,-3.30941193982531,0.00093492170614579,0.00368201976978089
"ENSG00000005243.10",20.3568433533092,32.1533759360887,22.8190607969382,12.7806792294562,14.4078659506742,7.62426954940871,18.3570158026459,25.1097600287787,11.604271576513,"COPZ2",18.3570158026459,-1.14615329620045,0.449363520955057,-2.55061490920417,0.0107533069061341,0.0318427625305173
"ENSG00000005448.17",323.164888233784,331.983606540116,445.514996511651,61.9371378042879,77.5808166574763,64.8062911699741,217.497956152882,366.887830428517,68.1080818772461,"WDR54",217.497956152881,-2.42538326143441,0.197173833901646,-12.3007359214014,8.97526510287108e-35,3.44487915270424e-33
"ENSG00000005884.18",37530.3853272447,37335.6963025878,38206.7141276735,14513.9359588048,16915.3887747819,15152.4733024949,26609.0989655979,37690.9319191687,15527.2660120272,"ITGA3",26609.0989655979,-1.27930839790344,0.113575738187074,-11.2639232491384,1.97754415004845e-29,6.1626807053987e-28
