"DMR_Overview__Total_DMRs_FDR05","DMR_Overview__Total_windows_analyzed","DMR_Direction__Hypermethylated_DMRs","DMR_Direction__Hypomethylated_DMRs","DMR_Direction__Percent_Hypermethylated","DMR_Direction__Percent_Hypomethylated","DMR_Direction__Hyper_to_Hypo_Ratio","DMR_Effect_Size__Mean_logFC","DMR_Effect_Size__Median_logFC","DMR_Effect_Size__Max_logFC_hyper","DMR_Effect_Size__Min_logFC_hypo","DMR_Effect_Size__Max_fold_change","DMR_Stringent__DMRs_with_FC_gt_2","DMR_Stringent__Percent_FC_gt_2","DMR_Significance__DMRs_FDR_lt_0.01","DMR_Significance__DMRs_FDR_lt_0.001","DMR_Significance__DMRs_Pvalue_lt_1e-4","DMR_CpG_Content__Mean_CpG_per_window","DMR_CpG_Content__Median_CpG_per_window","Genomic_Distribution__DMRs_3_UTR","Genomic_Distribution__Percent_3_UTR","Genomic_Distribution__DMRs_5_UTR","Genomic_Distribution__Percent_5_UTR","Genomic_Distribution__DMRs_Downstream","Genomic_Distribution__Percent_Downstream","Genomic_Distribution__DMRs_Exon","Genomic_Distribution__Percent_Exon","Genomic_Distribution__DMRs_Intergenic","Genomic_Distribution__Percent_Intergenic","Genomic_Distribution__DMRs_Intron","Genomic_Distribution__Percent_Intron","Genomic_Distribution__DMRs_Promoter","Genomic_Distribution__Percent_Promoter","Gene_Coverage__Unique_genes_with_DMRs","Promoter_DMRs__Total_promoter_DMRs","Promoter_DMRs__Percent_of_all_DMRs","Promoter_DMRs__Promoter_hypermethylated","Promoter_DMRs__Promoter_hypomethylated","Promoter_DMRs__Unique_genes_promoter_DMRs","Integration__Total_genes_analyzed","Integration__Upregulated_DEGs","Integration__Downregulated_DEGs","Integration__Total_DEGs","Integration__Mean_meDIP_signal_GFP","Integration__Mean_meDIP_signal_TES","Correlation__Pearson_r","Correlation__Pearson_pvalue","Correlation__Spearman_rho","Correlation__Spearman_pvalue","Gene_Sets__N_All_genes","Gene_Sets__N_Highly_expressed_(top_25%)","Gene_Sets__N_Lowly_expressed_(bottom_25%)","Gene_Sets__N_Upregulated_DEGs","Gene_Sets__N_Downregulated_DEGs","Gene_Sets__N_Unchanged_genes"
"31920","6,176,550","29034","2886","91.0%","9.0%","10.1:1","4.163","5.424","7.452","-7.108","175.1","31905","100.0%","2474","406","6325","13.2","12.0","1637","5.1%","247","0.8%","45","0.1%","2592","8.1%","6366","20.0%","15191","47.6%","5827","18.3%","11692","5827","18.3%","5642","185","3771","33946","3721","3860","7581","8.60","8.63","0.0437","8.31e-16","0.0419","1.08e-14","33967","8492","8492","3721","3860","26386"
