"gene_id","group"
"ENSG00000124570","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165655","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111206","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136160","DEGs_DOWN_noBinding_noDMR"
"ENSG00000075218","DEGs_DOWN_noBinding_noDMR"
"ENSG00000105976","DEGs_DOWN_noBinding_noDMR"
"ENSG00000048540","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178695","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115306","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165617","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119403","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100201","DEGs_DOWN_noBinding_noDMR"
"ENSG00000169570","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151292","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151883","DEGs_DOWN_noBinding_noDMR"
"ENSG00000183878","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100401","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197603","DEGs_DOWN_noBinding_noDMR"
"ENSG00000275713","DEGs_DOWN_noBinding_noDMR"
"ENSG00000105519","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119900","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178999","DEGs_DOWN_noBinding_noDMR"
"ENSG00000196968","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131437","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164096","DEGs_DOWN_noBinding_noDMR"
"ENSG00000109805","DEGs_DOWN_noBinding_noDMR"
"ENSG00000113391","DEGs_DOWN_noBinding_noDMR"
"ENSG00000182621","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178878","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131269","DEGs_DOWN_noBinding_noDMR"
"ENSG00000067057","DEGs_DOWN_noBinding_noDMR"
"ENSG00000240184","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101057","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131374","DEGs_DOWN_noBinding_noDMR"
"ENSG00000112715","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164904","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119969","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178852","DEGs_DOWN_noBinding_noDMR"
"ENSG00000051341","DEGs_DOWN_noBinding_noDMR"
"ENSG00000116641","DEGs_DOWN_noBinding_noDMR"
"ENSG00000008513","DEGs_DOWN_noBinding_noDMR"
"ENSG00000196747","DEGs_DOWN_noBinding_noDMR"
"ENSG00000132669","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197496","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198954","DEGs_DOWN_noBinding_noDMR"
"ENSG00000173039","DEGs_DOWN_noBinding_noDMR"
"ENSG00000121481","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168056","DEGs_DOWN_noBinding_noDMR"
"ENSG00000126787","DEGs_DOWN_noBinding_noDMR"
"ENSG00000107249","DEGs_DOWN_noBinding_noDMR"
"ENSG00000171992","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138771","DEGs_DOWN_noBinding_noDMR"
"ENSG00000134013","DEGs_DOWN_noBinding_noDMR"
"ENSG00000185130","DEGs_DOWN_noBinding_noDMR"
"ENSG00000175063","DEGs_DOWN_noBinding_noDMR"
"ENSG00000134057","DEGs_DOWN_noBinding_noDMR"
"ENSG00000069275","DEGs_DOWN_noBinding_noDMR"
"ENSG00000171604","DEGs_DOWN_noBinding_noDMR"
"ENSG00000116132","DEGs_DOWN_noBinding_noDMR"
"ENSG00000275023","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165891","DEGs_DOWN_noBinding_noDMR"
"ENSG00000117399","DEGs_DOWN_noBinding_noDMR"
"ENSG00000275379","DEGs_DOWN_noBinding_noDMR"
"ENSG00000112078","DEGs_DOWN_noBinding_noDMR"
"ENSG00000177283","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100852","DEGs_DOWN_noBinding_noDMR"
"ENSG00000112742","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164125","DEGs_DOWN_noBinding_noDMR"
"ENSG00000107159","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137871","DEGs_DOWN_noBinding_noDMR"
"ENSG00000233822","DEGs_DOWN_noBinding_noDMR"
"ENSG00000177119","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101298","DEGs_DOWN_noBinding_noDMR"
"ENSG00000105220","DEGs_DOWN_noBinding_noDMR"
"ENSG00000148655","DEGs_DOWN_noBinding_noDMR"
"ENSG00000158258","DEGs_DOWN_noBinding_noDMR"
"ENSG00000112379","DEGs_DOWN_noBinding_noDMR"
"ENSG00000127955","DEGs_DOWN_noBinding_noDMR"
"ENSG00000080986","DEGs_DOWN_noBinding_noDMR"
"ENSG00000091140","DEGs_DOWN_noBinding_noDMR"
"ENSG00000083857","DEGs_DOWN_noBinding_noDMR"
"ENSG00000099194","DEGs_DOWN_noBinding_noDMR"
"ENSG00000007968","DEGs_DOWN_noBinding_noDMR"
"ENSG00000144554","DEGs_DOWN_noBinding_noDMR"
"ENSG00000011426","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135476","DEGs_DOWN_noBinding_noDMR"
"ENSG00000104320","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115919","DEGs_DOWN_noBinding_noDMR"
"ENSG00000074855","DEGs_DOWN_noBinding_noDMR"
"ENSG00000179222","DEGs_DOWN_noBinding_noDMR"
"ENSG00000181381","DEGs_DOWN_noBinding_noDMR"
"ENSG00000134871","DEGs_DOWN_noBinding_noDMR"
"ENSG00000275714","DEGs_DOWN_noBinding_noDMR"
"ENSG00000144320","DEGs_DOWN_noBinding_noDMR"
"ENSG00000099250","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100504","DEGs_DOWN_noBinding_noDMR"
"ENSG00000116016","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151835","DEGs_DOWN_noBinding_noDMR"
"ENSG00000166750","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197147","DEGs_DOWN_noBinding_noDMR"
"ENSG00000278637","DEGs_DOWN_noBinding_noDMR"
"ENSG00000140022","DEGs_DOWN_noBinding_noDMR"
"ENSG00000188338","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136048","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151892","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170379","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164169","DEGs_DOWN_noBinding_noDMR"
"ENSG00000147224","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129521","DEGs_DOWN_noBinding_noDMR"
"ENSG00000104812","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100505","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164211","DEGs_DOWN_noBinding_noDMR"
"ENSG00000102390","DEGs_DOWN_noBinding_noDMR"
"ENSG00000072422","DEGs_DOWN_noBinding_noDMR"
"ENSG00000154059","DEGs_DOWN_noBinding_noDMR"
"ENSG00000173918","DEGs_DOWN_noBinding_noDMR"
"ENSG00000072682","DEGs_DOWN_noBinding_noDMR"
"ENSG00000132563","DEGs_DOWN_noBinding_noDMR"
"ENSG00000182240","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131149","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163430","DEGs_DOWN_noBinding_noDMR"
"ENSG00000143476","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135541","DEGs_DOWN_noBinding_noDMR"
"ENSG00000106714","DEGs_DOWN_noBinding_noDMR"
"ENSG00000146918","DEGs_DOWN_noBinding_noDMR"
"ENSG00000182481","DEGs_DOWN_noBinding_noDMR"
"ENSG00000166165","DEGs_DOWN_noBinding_noDMR"
"ENSG00000024422","DEGs_DOWN_noBinding_noDMR"
"ENSG00000145147","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135451","DEGs_DOWN_noBinding_noDMR"
"ENSG00000166851","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137040","DEGs_DOWN_noBinding_noDMR"
"ENSG00000162433","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131711","DEGs_DOWN_noBinding_noDMR"
"ENSG00000075702","DEGs_DOWN_noBinding_noDMR"
"ENSG00000052723","DEGs_DOWN_noBinding_noDMR"
"ENSG00000146670","DEGs_DOWN_noBinding_noDMR"
"ENSG00000113368","DEGs_DOWN_noBinding_noDMR"
"ENSG00000145386","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129195","DEGs_DOWN_noBinding_noDMR"
"ENSG00000076382","DEGs_DOWN_noBinding_noDMR"
"ENSG00000123095","DEGs_DOWN_noBinding_noDMR"
"ENSG00000154639","DEGs_DOWN_noBinding_noDMR"
"ENSG00000166073","DEGs_DOWN_noBinding_noDMR"
"ENSG00000023445","DEGs_DOWN_noBinding_noDMR"
"ENSG00000212747","DEGs_DOWN_noBinding_noDMR"
"ENSG00000150782","DEGs_DOWN_noBinding_noDMR"
"ENSG00000085662","DEGs_DOWN_noBinding_noDMR"
"ENSG00000265590","DEGs_DOWN_noBinding_noDMR"
"ENSG00000166004","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101751","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163637","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101003","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111674","DEGs_DOWN_noBinding_noDMR"
"ENSG00000276043","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115750","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119669","DEGs_DOWN_noBinding_noDMR"
"ENSG00000128965","DEGs_DOWN_noBinding_noDMR"
"ENSG00000109738","DEGs_DOWN_noBinding_noDMR"
"ENSG00000248483","DEGs_DOWN_noBinding_noDMR"
"ENSG00000158402","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115415","DEGs_DOWN_noBinding_noDMR"
"ENSG00000149485","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138688","DEGs_DOWN_noBinding_noDMR"
"ENSG00000213853","DEGs_DOWN_noBinding_noDMR"
"ENSG00000110871","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184500","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168874","DEGs_DOWN_noBinding_noDMR"
"ENSG00000062096","DEGs_DOWN_noBinding_noDMR"
"ENSG00000180592","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168209","DEGs_DOWN_noBinding_noDMR"
"ENSG00000162654","DEGs_DOWN_noBinding_noDMR"
"ENSG00000130772","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136295","DEGs_DOWN_noBinding_noDMR"
"ENSG00000173068","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198753","DEGs_DOWN_noBinding_noDMR"
"ENSG00000117620","DEGs_DOWN_noBinding_noDMR"
"ENSG00000130224","DEGs_DOWN_noBinding_noDMR"
"ENSG00000006534","DEGs_DOWN_noBinding_noDMR"
"ENSG00000155313","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129534","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184083","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164466","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101347","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178401","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135334","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164244","DEGs_DOWN_noBinding_noDMR"
"ENSG00000114268","DEGs_DOWN_noBinding_noDMR"
"ENSG00000020577","DEGs_DOWN_noBinding_noDMR"
"ENSG00000169679","DEGs_DOWN_noBinding_noDMR"
"ENSG00000160131","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164896","DEGs_DOWN_noBinding_noDMR"
"ENSG00000147041","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129173","DEGs_DOWN_noBinding_noDMR"
"ENSG00000156970","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115295","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100116","DEGs_DOWN_noBinding_noDMR"
"ENSG00000205403","DEGs_DOWN_noBinding_noDMR"
"ENSG00000069869","DEGs_DOWN_noBinding_noDMR"
"ENSG00000179820","DEGs_DOWN_noBinding_noDMR"
"ENSG00000139292","DEGs_DOWN_noBinding_noDMR"
"ENSG00000039139","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111640","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137968","DEGs_DOWN_noBinding_noDMR"
"ENSG00000143847","DEGs_DOWN_noBinding_noDMR"
"ENSG00000182809","DEGs_DOWN_noBinding_noDMR"
"ENSG00000087586","DEGs_DOWN_noBinding_noDMR"
"ENSG00000073008","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115486","DEGs_DOWN_noBinding_noDMR"
"ENSG00000145730","DEGs_DOWN_noBinding_noDMR"
"ENSG00000122952","DEGs_DOWN_noBinding_noDMR"
"ENSG00000174371","DEGs_DOWN_noBinding_noDMR"
"ENSG00000011143","DEGs_DOWN_noBinding_noDMR"
"ENSG00000141526","DEGs_DOWN_noBinding_noDMR"
"ENSG00000144559","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198796","DEGs_DOWN_noBinding_noDMR"
"ENSG00000102699","DEGs_DOWN_noBinding_noDMR"
"ENSG00000153201","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184661","DEGs_DOWN_noBinding_noDMR"
"ENSG00000067798","DEGs_DOWN_noBinding_noDMR"
"ENSG00000108797","DEGs_DOWN_noBinding_noDMR"
"ENSG00000144802","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170522","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151552","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119906","DEGs_DOWN_noBinding_noDMR"
"ENSG00000127329","DEGs_DOWN_noBinding_noDMR"
"ENSG00000107679","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198826","DEGs_DOWN_noBinding_noDMR"
"ENSG00000128710","DEGs_DOWN_noBinding_noDMR"
"ENSG00000134575","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168453","DEGs_DOWN_noBinding_noDMR"
"ENSG00000108666","DEGs_DOWN_noBinding_noDMR"
"ENSG00000169499","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115355","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137573","DEGs_DOWN_noBinding_noDMR"
"ENSG00000114023","DEGs_DOWN_noBinding_noDMR"
"ENSG00000126773","DEGs_DOWN_noBinding_noDMR"
"ENSG00000089775","DEGs_DOWN_noBinding_noDMR"
"ENSG00000173085","DEGs_DOWN_noBinding_noDMR"
"ENSG00000157240","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198146","DEGs_DOWN_noBinding_noDMR"
"ENSG00000274997","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197837","DEGs_DOWN_noBinding_noDMR"
"ENSG00000187498","DEGs_DOWN_noBinding_noDMR"
"ENSG00000128805","DEGs_DOWN_noBinding_noDMR"
"ENSG00000061656","DEGs_DOWN_noBinding_noDMR"
"ENSG00000105849","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138050","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137038","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170312","DEGs_DOWN_noBinding_noDMR"
"ENSG00000095637","DEGs_DOWN_noBinding_noDMR"
"ENSG00000116005","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163808","DEGs_DOWN_noBinding_noDMR"
"ENSG00000161692","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197712","DEGs_DOWN_noBinding_noDMR"
"ENSG00000072195","DEGs_DOWN_noBinding_noDMR"
"ENSG00000132256","DEGs_DOWN_noBinding_noDMR"
"ENSG00000019144","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136104","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129680","DEGs_DOWN_noBinding_noDMR"
"ENSG00000124145","DEGs_DOWN_noBinding_noDMR"
"ENSG00000007350","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197013","DEGs_DOWN_noBinding_noDMR"
"ENSG00000005448","DEGs_DOWN_noBinding_noDMR"
"ENSG00000128283","DEGs_DOWN_noBinding_noDMR"
"ENSG00000159200","DEGs_DOWN_noBinding_noDMR"
"ENSG00000103876","DEGs_DOWN_noBinding_noDMR"
"ENSG00000179833","DEGs_DOWN_noBinding_noDMR"
"ENSG00000109654","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178694","DEGs_DOWN_noBinding_noDMR"
"ENSG00000152580","DEGs_DOWN_noBinding_noDMR"
"ENSG00000179604","DEGs_DOWN_noBinding_noDMR"
"ENSG00000076555","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184564","DEGs_DOWN_noBinding_noDMR"
"ENSG00000182195","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135318","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138376","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138778","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197565","DEGs_DOWN_noBinding_noDMR"
"ENSG00000121691","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111962","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170275","DEGs_DOWN_noBinding_noDMR"
"ENSG00000120008","DEGs_DOWN_noBinding_noDMR"
"ENSG00000121621","DEGs_DOWN_noBinding_noDMR"
"ENSG00000001036","DEGs_DOWN_noBinding_noDMR"
"ENSG00000124164","DEGs_DOWN_noBinding_noDMR"
"ENSG00000118263","DEGs_DOWN_noBinding_noDMR"
"ENSG00000120549","DEGs_DOWN_noBinding_noDMR"
"ENSG00000074935","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135069","DEGs_DOWN_noBinding_noDMR"
"ENSG00000015676","DEGs_DOWN_noBinding_noDMR"
"ENSG00000158163","DEGs_DOWN_noBinding_noDMR"
"ENSG00000109046","DEGs_DOWN_noBinding_noDMR"
"ENSG00000088280","DEGs_DOWN_noBinding_noDMR"
"ENSG00000102007","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197355","DEGs_DOWN_noBinding_noDMR"
"ENSG00000153113","DEGs_DOWN_noBinding_noDMR"
"ENSG00000145536","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136628","DEGs_DOWN_noBinding_noDMR"
"ENSG00000152601","DEGs_DOWN_noBinding_noDMR"
"ENSG00000075151","DEGs_DOWN_noBinding_noDMR"
"ENSG00000149503","DEGs_DOWN_noBinding_noDMR"
"ENSG00000183098","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165507","DEGs_DOWN_noBinding_noDMR"
"ENSG00000014123","DEGs_DOWN_noBinding_noDMR"
"ENSG00000143322","DEGs_DOWN_noBinding_noDMR"
"ENSG00000159184","DEGs_DOWN_noBinding_noDMR"
"ENSG00000177425","DEGs_DOWN_noBinding_noDMR"
"ENSG00000128739","DEGs_DOWN_noBinding_noDMR"
"ENSG00000023608","DEGs_DOWN_noBinding_noDMR"
"ENSG00000140538","DEGs_DOWN_noBinding_noDMR"
"ENSG00000183486","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198363","DEGs_DOWN_noBinding_noDMR"
"ENSG00000076716","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135829","DEGs_DOWN_noBinding_noDMR"
"ENSG00000196576","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135046","DEGs_DOWN_noBinding_noDMR"
"ENSG00000176087","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129116","DEGs_DOWN_noBinding_noDMR"
"ENSG00000274641","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137135","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163104","DEGs_DOWN_noBinding_noDMR"
"ENSG00000139163","DEGs_DOWN_noBinding_noDMR"
"ENSG00000174684","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184898","DEGs_DOWN_noBinding_noDMR"
"ENSG00000049323","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184588","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101447","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100413","DEGs_DOWN_noBinding_noDMR"
"ENSG00000083123","DEGs_DOWN_noBinding_noDMR"
"ENSG00000175426","DEGs_DOWN_noBinding_noDMR"
"ENSG00000106211","DEGs_DOWN_noBinding_noDMR"
"ENSG00000037757","DEGs_DOWN_noBinding_noDMR"
"ENSG00000162613","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178202","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131389","DEGs_DOWN_noBinding_noDMR"
"ENSG00000120802","DEGs_DOWN_noBinding_noDMR"
"ENSG00000058272","DEGs_DOWN_noBinding_noDMR"
"ENSG00000137628","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111371","DEGs_DOWN_noBinding_noDMR"
"ENSG00000029993","DEGs_DOWN_noBinding_noDMR"
"ENSG00000064225","DEGs_DOWN_noBinding_noDMR"
"ENSG00000157214","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168653","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135837","DEGs_DOWN_noBinding_noDMR"
"ENSG00000275342","DEGs_DOWN_noBinding_noDMR"
"ENSG00000086848","DEGs_DOWN_noBinding_noDMR"
"ENSG00000154529","DEGs_DOWN_noBinding_noDMR"
"ENSG00000130402","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170854","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197555","DEGs_DOWN_noBinding_noDMR"
"ENSG00000024526","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164951","DEGs_DOWN_noBinding_noDMR"
"ENSG00000121940","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164543","DEGs_DOWN_noBinding_noDMR"
"ENSG00000144406","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138061","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170153","DEGs_DOWN_noBinding_noDMR"
"ENSG00000146414","DEGs_DOWN_noBinding_noDMR"
"ENSG00000135316","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129675","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151849","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197892","DEGs_DOWN_noBinding_noDMR"
"ENSG00000114978","DEGs_DOWN_noBinding_noDMR"
"ENSG00000072818","DEGs_DOWN_noBinding_noDMR"
"ENSG00000058056","DEGs_DOWN_noBinding_noDMR"
"ENSG00000113212","DEGs_DOWN_noBinding_noDMR"
"ENSG00000162302","DEGs_DOWN_noBinding_noDMR"
"ENSG00000154556","DEGs_DOWN_noBinding_noDMR"
"ENSG00000203727","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100106","DEGs_DOWN_noBinding_noDMR"
"ENSG00000160712","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170456","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151090","DEGs_DOWN_noBinding_noDMR"
"ENSG00000176890","DEGs_DOWN_noBinding_noDMR"
"ENSG00000065328","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163931","DEGs_DOWN_noBinding_noDMR"
"ENSG00000084207","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198380","DEGs_DOWN_noBinding_noDMR"
"ENSG00000145362","DEGs_DOWN_noBinding_noDMR"
"ENSG00000108474","DEGs_DOWN_noBinding_noDMR"
"ENSG00000155961","DEGs_DOWN_noBinding_noDMR"
"ENSG00000124006","DEGs_DOWN_noBinding_noDMR"
"ENSG00000152078","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119865","DEGs_DOWN_noBinding_noDMR"
"ENSG00000163683","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197102","DEGs_DOWN_noBinding_noDMR"
"ENSG00000188021","DEGs_DOWN_noBinding_noDMR"
"ENSG00000065060","DEGs_DOWN_noBinding_noDMR"
"ENSG00000119431","DEGs_DOWN_noBinding_noDMR"
"ENSG00000132436","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168386","DEGs_DOWN_noBinding_noDMR"
"ENSG00000173548","DEGs_DOWN_noBinding_noDMR"
"ENSG00000172986","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165102","DEGs_DOWN_noBinding_noDMR"
"ENSG00000165416","DEGs_DOWN_noBinding_noDMR"
"ENSG00000133943","DEGs_DOWN_noBinding_noDMR"
"ENSG00000141905","DEGs_DOWN_noBinding_noDMR"
"ENSG00000117650","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164045","DEGs_DOWN_noBinding_noDMR"
"ENSG00000197256","DEGs_DOWN_noBinding_noDMR"
"ENSG00000196428","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111331","DEGs_DOWN_noBinding_noDMR"
"ENSG00000008710","DEGs_DOWN_noBinding_noDMR"
"ENSG00000169188","DEGs_DOWN_noBinding_noDMR"
"ENSG00000203778","DEGs_DOWN_noBinding_noDMR"
"ENSG00000136868","DEGs_DOWN_noBinding_noDMR"
"ENSG00000122884","DEGs_DOWN_noBinding_noDMR"
"ENSG00000142798","DEGs_DOWN_noBinding_noDMR"
"ENSG00000068724","DEGs_DOWN_noBinding_noDMR"
"ENSG00000183735","DEGs_DOWN_noBinding_noDMR"
"ENSG00000115232","DEGs_DOWN_noBinding_noDMR"
"ENSG00000164236","DEGs_DOWN_noBinding_noDMR"
"ENSG00000171314","DEGs_DOWN_noBinding_noDMR"
"ENSG00000003436","DEGs_DOWN_noBinding_noDMR"
"ENSG00000132341","DEGs_DOWN_noBinding_noDMR"
"ENSG00000186815","DEGs_DOWN_noBinding_noDMR"
"ENSG00000104332","DEGs_DOWN_noBinding_noDMR"
"ENSG00000100304","DEGs_DOWN_noBinding_noDMR"
"ENSG00000159167","DEGs_DOWN_noBinding_noDMR"
"ENSG00000168404","DEGs_DOWN_noBinding_noDMR"
"ENSG00000111247","DEGs_DOWN_noBinding_noDMR"
"ENSG00000138182","DEGs_DOWN_noBinding_noDMR"
"ENSG00000095015","DEGs_DOWN_noBinding_noDMR"
"ENSG00000079616","DEGs_DOWN_noBinding_noDMR"
"ENSG00000131475","DEGs_DOWN_noBinding_noDMR"
"ENSG00000084774","DEGs_DOWN_noBinding_noDMR"
"ENSG00000081019","DEGs_DOWN_noBinding_noDMR"
"ENSG00000174738","DEGs_DOWN_noBinding_noDMR"
"ENSG00000048707","DEGs_DOWN_noBinding_noDMR"
"ENSG00000198642","DEGs_DOWN_noBinding_noDMR"
"ENSG00000151320","DEGs_DOWN_noBinding_noDMR"
"ENSG00000178662","DEGs_DOWN_noBinding_noDMR"
"ENSG00000188042","DEGs_DOWN_noBinding_noDMR"
"ENSG00000239887","DEGs_DOWN_noBinding_noDMR"
"ENSG00000170271","DEGs_DOWN_noBinding_noDMR"
"ENSG00000013583","DEGs_DOWN_noBinding_noDMR"
"ENSG00000142731","DEGs_DOWN_noBinding_noDMR"
"ENSG00000203950","DEGs_DOWN_noBinding_noDMR"
"ENSG00000141198","DEGs_DOWN_noBinding_noDMR"
"ENSG00000118246","DEGs_DOWN_noBinding_noDMR"
"ENSG00000118922","DEGs_DOWN_noBinding_noDMR"
"ENSG00000126858","DEGs_DOWN_noBinding_noDMR"
"ENSG00000184271","DEGs_DOWN_noBinding_noDMR"
"ENSG00000071205","DEGs_DOWN_noBinding_noDMR"
"ENSG00000101400","DEGs_DOWN_noBinding_noDMR"
"ENSG00000196628","DEGs_DOWN_noBinding_noDMR"
"ENSG00000160298","DEGs_DOWN_noBinding_noDMR"
"ENSG00000143479","DEGs_DOWN_noBinding_noDMR"
"ENSG00000179832","DEGs_DOWN_noBinding_noDMR"
"ENSG00000129810","DEGs_DOWN_noBinding_noDMR"
