"gene_id","group"
"ENSG00000170558","DEGs_DOWN_binding_noDMR"
"ENSG00000134253","DEGs_DOWN_binding_noDMR"
"ENSG00000068489","DEGs_DOWN_binding_noDMR"
"ENSG00000013810","DEGs_DOWN_binding_noDMR"
"ENSG00000073711","DEGs_DOWN_binding_noDMR"
"ENSG00000163545","DEGs_DOWN_binding_noDMR"
"ENSG00000174607","DEGs_DOWN_binding_noDMR"
"ENSG00000157227","DEGs_DOWN_binding_noDMR"
"ENSG00000147036","DEGs_DOWN_binding_noDMR"
"ENSG00000066697","DEGs_DOWN_binding_noDMR"
"ENSG00000071967","DEGs_DOWN_binding_noDMR"
"ENSG00000078401","DEGs_DOWN_binding_noDMR"
"ENSG00000085377","DEGs_DOWN_binding_noDMR"
"ENSG00000153904","DEGs_DOWN_binding_noDMR"
"ENSG00000138336","DEGs_DOWN_binding_noDMR"
"ENSG00000213694","DEGs_DOWN_binding_noDMR"
"ENSG00000168264","DEGs_DOWN_binding_noDMR"
"ENSG00000130147","DEGs_DOWN_binding_noDMR"
"ENSG00000171617","DEGs_DOWN_binding_noDMR"
"ENSG00000022976","DEGs_DOWN_binding_noDMR"
"ENSG00000153107","DEGs_DOWN_binding_noDMR"
"ENSG00000162772","DEGs_DOWN_binding_noDMR"
"ENSG00000136193","DEGs_DOWN_binding_noDMR"
"ENSG00000070087","DEGs_DOWN_binding_noDMR"
"ENSG00000138685","DEGs_DOWN_binding_noDMR"
"ENSG00000111319","DEGs_DOWN_binding_noDMR"
"ENSG00000122335","DEGs_DOWN_binding_noDMR"
"ENSG00000171877","DEGs_DOWN_binding_noDMR"
"ENSG00000166801","DEGs_DOWN_binding_noDMR"
"ENSG00000163661","DEGs_DOWN_binding_noDMR"
"ENSG00000151748","DEGs_DOWN_binding_noDMR"
"ENSG00000184270","DEGs_DOWN_binding_noDMR"
"ENSG00000153250","DEGs_DOWN_binding_noDMR"
"ENSG00000124942","DEGs_DOWN_binding_noDMR"
"ENSG00000147145","DEGs_DOWN_binding_noDMR"
"ENSG00000108691","DEGs_DOWN_binding_noDMR"
"ENSG00000180611","DEGs_DOWN_binding_noDMR"
"ENSG00000291237","DEGs_DOWN_binding_noDMR"
"ENSG00000152049","DEGs_DOWN_binding_noDMR"
"ENSG00000276644","DEGs_DOWN_binding_noDMR"
"ENSG00000138675","DEGs_DOWN_binding_noDMR"
"ENSG00000100345","DEGs_DOWN_binding_noDMR"
"ENSG00000047936","DEGs_DOWN_binding_noDMR"
"ENSG00000198521","DEGs_DOWN_binding_noDMR"
"ENSG00000158710","DEGs_DOWN_binding_noDMR"
"ENSG00000112977","DEGs_DOWN_binding_noDMR"
"ENSG00000183077","DEGs_DOWN_binding_noDMR"
"ENSG00000143228","DEGs_DOWN_binding_noDMR"
"ENSG00000101577","DEGs_DOWN_binding_noDMR"
"ENSG00000196081","DEGs_DOWN_binding_noDMR"
"ENSG00000174136","DEGs_DOWN_binding_noDMR"
"ENSG00000165733","DEGs_DOWN_binding_noDMR"
"ENSG00000169908","DEGs_DOWN_binding_noDMR"
"ENSG00000197056","DEGs_DOWN_binding_noDMR"
"ENSG00000197646","DEGs_DOWN_binding_noDMR"
"ENSG00000003402","DEGs_DOWN_binding_noDMR"
"ENSG00000114850","DEGs_DOWN_binding_noDMR"
"ENSG00000143353","DEGs_DOWN_binding_noDMR"
"ENSG00000138772","DEGs_DOWN_binding_noDMR"
"ENSG00000213859","DEGs_DOWN_binding_noDMR"
"ENSG00000113621","DEGs_DOWN_binding_noDMR"
"ENSG00000026103","DEGs_DOWN_binding_noDMR"
"ENSG00000234444","DEGs_DOWN_binding_noDMR"
"ENSG00000265491","DEGs_DOWN_binding_noDMR"
"ENSG00000079819","DEGs_DOWN_binding_noDMR"
"ENSG00000122691","DEGs_DOWN_binding_noDMR"
"ENSG00000125148","DEGs_DOWN_binding_noDMR"
"ENSG00000042286","DEGs_DOWN_binding_noDMR"
"ENSG00000175745","DEGs_DOWN_binding_noDMR"
"ENSG00000128829","DEGs_DOWN_binding_noDMR"
"ENSG00000065802","DEGs_DOWN_binding_noDMR"
"ENSG00000180425","DEGs_DOWN_binding_noDMR"
"ENSG00000156052","DEGs_DOWN_binding_noDMR"
"ENSG00000152818","DEGs_DOWN_binding_noDMR"
"ENSG00000172037","DEGs_DOWN_binding_noDMR"
"ENSG00000079215","DEGs_DOWN_binding_noDMR"
"ENSG00000113361","DEGs_DOWN_binding_noDMR"
"ENSG00000145439","DEGs_DOWN_binding_noDMR"
"ENSG00000068438","DEGs_DOWN_binding_noDMR"
"ENSG00000038002","DEGs_DOWN_binding_noDMR"
"ENSG00000198929","DEGs_DOWN_binding_noDMR"
"ENSG00000183853","DEGs_DOWN_binding_noDMR"
"ENSG00000110318","DEGs_DOWN_binding_noDMR"
"ENSG00000148677","DEGs_DOWN_binding_noDMR"
"ENSG00000196247","DEGs_DOWN_binding_noDMR"
"ENSG00000155875","DEGs_DOWN_binding_noDMR"
"ENSG00000171943","DEGs_DOWN_binding_noDMR"
"ENSG00000071794","DEGs_DOWN_binding_noDMR"
"ENSG00000110092","DEGs_DOWN_binding_noDMR"
"ENSG00000168496","DEGs_DOWN_binding_noDMR"
"ENSG00000047644","DEGs_DOWN_binding_noDMR"
"ENSG00000186166","DEGs_DOWN_binding_noDMR"
"ENSG00000112983","DEGs_DOWN_binding_noDMR"
"ENSG00000162664","DEGs_DOWN_binding_noDMR"
"ENSG00000102359","DEGs_DOWN_binding_noDMR"
"ENSG00000163694","DEGs_DOWN_binding_noDMR"
"ENSG00000041982","DEGs_DOWN_binding_noDMR"
"ENSG00000081026","DEGs_DOWN_binding_noDMR"
"ENSG00000160691","DEGs_DOWN_binding_noDMR"
"ENSG00000124813","DEGs_DOWN_binding_noDMR"
"ENSG00000113739","DEGs_DOWN_binding_noDMR"
"ENSG00000078098","DEGs_DOWN_binding_noDMR"
"ENSG00000132429","DEGs_DOWN_binding_noDMR"
"ENSG00000035499","DEGs_DOWN_binding_noDMR"
"ENSG00000121579","DEGs_DOWN_binding_noDMR"
"ENSG00000166949","DEGs_DOWN_binding_noDMR"
"ENSG00000168916","DEGs_DOWN_binding_noDMR"
"ENSG00000280165","DEGs_DOWN_binding_noDMR"
"ENSG00000211455","DEGs_DOWN_binding_noDMR"
"ENSG00000161048","DEGs_DOWN_binding_noDMR"
"ENSG00000151014","DEGs_DOWN_binding_noDMR"
"ENSG00000184575","DEGs_DOWN_binding_noDMR"
"ENSG00000086589","DEGs_DOWN_binding_noDMR"
"ENSG00000144452","DEGs_DOWN_binding_noDMR"
"ENSG00000198961","DEGs_DOWN_binding_noDMR"
"ENSG00000115363","DEGs_DOWN_binding_noDMR"
"ENSG00000165572","DEGs_DOWN_binding_noDMR"
"ENSG00000177731","DEGs_DOWN_binding_noDMR"
"ENSG00000148019","DEGs_DOWN_binding_noDMR"
"ENSG00000135164","DEGs_DOWN_binding_noDMR"
"ENSG00000173207","DEGs_DOWN_binding_noDMR"
"ENSG00000205726","DEGs_DOWN_binding_noDMR"
"ENSG00000166401","DEGs_DOWN_binding_noDMR"
"ENSG00000151967","DEGs_DOWN_binding_noDMR"
"ENSG00000139211","DEGs_DOWN_binding_noDMR"
"ENSG00000184384","DEGs_DOWN_binding_noDMR"
"ENSG00000188501","DEGs_DOWN_binding_noDMR"
"ENSG00000259571","DEGs_DOWN_binding_noDMR"
"ENSG00000168615","DEGs_DOWN_binding_noDMR"
"ENSG00000198887","DEGs_DOWN_binding_noDMR"
"ENSG00000196935","DEGs_DOWN_binding_noDMR"
"ENSG00000012504","DEGs_DOWN_binding_noDMR"
"ENSG00000188549","DEGs_DOWN_binding_noDMR"
"ENSG00000205542","DEGs_DOWN_binding_noDMR"
"ENSG00000165512","DEGs_DOWN_binding_noDMR"
"ENSG00000188428","DEGs_DOWN_binding_noDMR"
"ENSG00000133639","DEGs_DOWN_binding_noDMR"
"ENSG00000118816","DEGs_DOWN_binding_noDMR"
"ENSG00000006062","DEGs_DOWN_binding_noDMR"
"ENSG00000144283","DEGs_DOWN_binding_noDMR"
"ENSG00000196890","DEGs_DOWN_binding_noDMR"
"ENSG00000076053","DEGs_DOWN_binding_noDMR"
"ENSG00000138613","DEGs_DOWN_binding_noDMR"
"ENSG00000075142","DEGs_DOWN_binding_noDMR"
"ENSG00000125347","DEGs_DOWN_binding_noDMR"
"ENSG00000166682","DEGs_DOWN_binding_noDMR"
"ENSG00000235387","DEGs_DOWN_binding_noDMR"
"ENSG00000186871","DEGs_DOWN_binding_noDMR"
"ENSG00000110218","DEGs_DOWN_binding_noDMR"
"ENSG00000164087","DEGs_DOWN_binding_noDMR"
"ENSG00000133318","DEGs_DOWN_binding_noDMR"
"ENSG00000197905","DEGs_DOWN_binding_noDMR"
"ENSG00000176619","DEGs_DOWN_binding_noDMR"
"ENSG00000243244","DEGs_DOWN_binding_noDMR"
"ENSG00000109113","DEGs_DOWN_binding_noDMR"
"ENSG00000149257","DEGs_DOWN_binding_noDMR"
"ENSG00000138801","DEGs_DOWN_binding_noDMR"
"ENSG00000157399","DEGs_DOWN_binding_noDMR"
"ENSG00000197694","DEGs_DOWN_binding_noDMR"
"ENSG00000171522","DEGs_DOWN_binding_noDMR"
"ENSG00000186141","DEGs_DOWN_binding_noDMR"
"ENSG00000146373","DEGs_DOWN_binding_noDMR"
"ENSG00000186522","DEGs_DOWN_binding_noDMR"
"ENSG00000242715","DEGs_DOWN_binding_noDMR"
"ENSG00000075618","DEGs_DOWN_binding_noDMR"
"ENSG00000111615","DEGs_DOWN_binding_noDMR"
"ENSG00000133740","DEGs_DOWN_binding_noDMR"
"ENSG00000130818","DEGs_DOWN_binding_noDMR"
"ENSG00000269825","DEGs_DOWN_binding_noDMR"
"ENSG00000082438","DEGs_DOWN_binding_noDMR"
"ENSG00000111907","DEGs_DOWN_binding_noDMR"
"ENSG00000142279","DEGs_DOWN_binding_noDMR"
"ENSG00000138134","DEGs_DOWN_binding_noDMR"
"ENSG00000158019","DEGs_DOWN_binding_noDMR"
"ENSG00000100427","DEGs_DOWN_binding_noDMR"
"ENSG00000072840","DEGs_DOWN_binding_noDMR"
"ENSG00000102189","DEGs_DOWN_binding_noDMR"
"ENSG00000116977","DEGs_DOWN_binding_noDMR"
"ENSG00000198542","DEGs_DOWN_binding_noDMR"
"ENSG00000136997","DEGs_DOWN_binding_noDMR"
"ENSG00000114853","DEGs_DOWN_binding_noDMR"
"ENSG00000214063","DEGs_DOWN_binding_noDMR"
"ENSG00000137285","DEGs_DOWN_binding_noDMR"
"ENSG00000198513","DEGs_DOWN_binding_noDMR"
"ENSG00000139154","DEGs_DOWN_binding_noDMR"
"ENSG00000139668","DEGs_DOWN_binding_noDMR"
"ENSG00000068654","DEGs_DOWN_binding_noDMR"
"ENSG00000058729","DEGs_DOWN_binding_noDMR"
"ENSG00000138814","DEGs_DOWN_binding_noDMR"
"ENSG00000103187","DEGs_DOWN_binding_noDMR"
"ENSG00000168090","DEGs_DOWN_binding_noDMR"
"ENSG00000184678","DEGs_DOWN_binding_noDMR"
"ENSG00000135373","DEGs_DOWN_binding_noDMR"
"ENSG00000114698","DEGs_DOWN_binding_noDMR"
"ENSG00000110080","DEGs_DOWN_binding_noDMR"
"ENSG00000119318","DEGs_DOWN_binding_noDMR"
"ENSG00000107201","DEGs_DOWN_binding_noDMR"
"ENSG00000213967","DEGs_DOWN_binding_noDMR"
"ENSG00000205189","DEGs_DOWN_binding_noDMR"
"ENSG00000152689","DEGs_DOWN_binding_noDMR"
"ENSG00000151388","DEGs_DOWN_binding_noDMR"
"ENSG00000069509","DEGs_DOWN_binding_noDMR"
"ENSG00000065526","DEGs_DOWN_binding_noDMR"
"ENSG00000093167","DEGs_DOWN_binding_noDMR"
"ENSG00000197747","DEGs_DOWN_binding_noDMR"
"ENSG00000119138","DEGs_DOWN_binding_noDMR"
"ENSG00000110075","DEGs_DOWN_binding_noDMR"
"ENSG00000148396","DEGs_DOWN_binding_noDMR"
"ENSG00000110237","DEGs_DOWN_binding_noDMR"
"ENSG00000101782","DEGs_DOWN_binding_noDMR"
"ENSG00000109790","DEGs_DOWN_binding_noDMR"
"ENSG00000171681","DEGs_DOWN_binding_noDMR"
"ENSG00000196172","DEGs_DOWN_binding_noDMR"
"ENSG00000189410","DEGs_DOWN_binding_noDMR"
"ENSG00000196730","DEGs_DOWN_binding_noDMR"
"ENSG00000274750","DEGs_DOWN_binding_noDMR"
"ENSG00000183722","DEGs_DOWN_binding_noDMR"
"ENSG00000108370","DEGs_DOWN_binding_noDMR"
"ENSG00000170584","DEGs_DOWN_binding_noDMR"
"ENSG00000188610","DEGs_DOWN_binding_noDMR"
"ENSG00000117593","DEGs_DOWN_binding_noDMR"
"ENSG00000166295","DEGs_DOWN_binding_noDMR"
"ENSG00000197020","DEGs_DOWN_binding_noDMR"
"ENSG00000176024","DEGs_DOWN_binding_noDMR"
"ENSG00000181218","DEGs_DOWN_binding_noDMR"
"ENSG00000137076","DEGs_DOWN_binding_noDMR"
"ENSG00000187244","DEGs_DOWN_binding_noDMR"
"ENSG00000178567","DEGs_DOWN_binding_noDMR"
"ENSG00000090924","DEGs_DOWN_binding_noDMR"
"ENSG00000165410","DEGs_DOWN_binding_noDMR"
"ENSG00000115548","DEGs_DOWN_binding_noDMR"
"ENSG00000125968","DEGs_DOWN_binding_noDMR"
