"contrast","total_dmrs","promoter","genebody","intergenic","hypermethylated","hypomethylated","promoter_pct","genebody_pct","intergenic_pct","hyper_pct","hypo_pct"
"TES_vs_GFP",31905,5827,17783,6366,29031,2874,18.3,55.7,20,91,9
