## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/meDIP/results/04_filtered/TESmut-1-INPUT_filtered_rg.bam] OUTPUT=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/meDIP/results/04_filtered/TESmut-1-INPUT_filtered_markdup.bam METRICS_FILE=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/meDIP/results/04_filtered/TESmut-1-INPUT_dup_metrics.txt REMOVE_DUPLICATES=false ASSUME_SORT_ORDER=coordinate VALIDATION_STRINGENCY=LENIENT CREATE_INDEX=false    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Dec 09 00:35:49 CET 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
TESmut-1-INPUT	0	15249941	0	0	0	1102298	29201	0.072282	102809457

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.00178	13117580	0	13142820
2.0	1.865459	962329	29049	940669
3.0	2.610075	63475	76	60249
4.0	3.252043	4030	0	3699
5.0	3.805511	216	0	197
6.0	4.282681	13	0	9
7.0	4.694071	0	0	0
8.0	5.048748	0	0	0
9.0	5.354532	0	0	0
10.0	5.618161	0	0	0
11.0	5.845448	0	0	0
12.0	6.041402	0	0	0
13.0	6.210343	0	0	0
14.0	6.355994	0	0	0
15.0	6.481567	0	0	0
16.0	6.589829	0	0	0
17.0	6.683166	0	0	0
18.0	6.763636	0	0	0
19.0	6.833013	0	0	0
20.0	6.892826	0	0	0
21.0	6.944394	0	0	0
22.0	6.988853	0	0	0
23.0	7.027182	0	0	0
24.0	7.060228	0	0	0
25.0	7.088719	0	0	0
26.0	7.113281	0	0	0
27.0	7.134458	0	0	0
28.0	7.152715	0	0	0
29.0	7.168456	0	0	0
30.0	7.182026	0	0	0
31.0	7.193726	0	0	0
32.0	7.203813	0	0	0
33.0	7.212509	0	0	0
34.0	7.220007	0	0	0
35.0	7.226471	0	0	0
36.0	7.232044	0	0	0
37.0	7.236848	0	0	0
38.0	7.240991	0	0	0
39.0	7.244562	0	0	0
40.0	7.247641	0	0	0
41.0	7.250295	0	0	0
42.0	7.252584	0	0	0
43.0	7.254557	0	0	0
44.0	7.256258	0	0	0
45.0	7.257725	0	0	0
46.0	7.258989	0	0	0
47.0	7.260079	0	0	0
48.0	7.261019	0	0	0
49.0	7.261829	0	0	0
50.0	7.262528	0	0	0
51.0	7.26313	0	0	0
52.0	7.263649	0	0	0
53.0	7.264097	0	0	0
54.0	7.264483	0	0	0
55.0	7.264816	0	0	0
56.0	7.265102	0	0	0
57.0	7.26535	0	0	0
58.0	7.265563	0	0	0
59.0	7.265747	0	0	0
60.0	7.265905	0	0	0
61.0	7.266042	0	0	0
62.0	7.26616	0	0	0
63.0	7.266261	0	0	0
64.0	7.266349	0	0	0
65.0	7.266424	0	0	0
66.0	7.266489	0	0	0
67.0	7.266546	0	0	0
68.0	7.266594	0	0	0
69.0	7.266636	0	0	0
70.0	7.266672	0	0	0
71.0	7.266703	0	0	0
72.0	7.266729	0	0	0
73.0	7.266752	0	0	0
74.0	7.266772	0	0	0
75.0	7.266789	0	0	0
76.0	7.266804	0	0	0
77.0	7.266817	0	0	0
78.0	7.266828	0	0	0
79.0	7.266837	0	0	0
80.0	7.266845	0	0	0
81.0	7.266852	0	0	0
82.0	7.266859	0	0	0
83.0	7.266864	0	0	0
84.0	7.266868	0	0	0
85.0	7.266872	0	0	0
86.0	7.266876	0	0	0
87.0	7.266878	0	0	0
88.0	7.266881	0	0	0
89.0	7.266883	0	0	0
90.0	7.266885	0	0	0
91.0	7.266886	0	0	0
92.0	7.266888	0	0	0
93.0	7.266889	0	0	0
94.0	7.26689	0	0	0
95.0	7.266891	0	0	0
96.0	7.266892	0	0	0
97.0	7.266892	0	0	0
98.0	7.266893	0	0	0
99.0	7.266893	0	0	0
100.0	7.266894	0	0	0

